"WBIC","landscapeposition","area.hectares","secchi.m","GDD_wtr_5c","Model","Time","probability.high","high"
270200,1,17.37327098,2.264178761,2831.71560098732,"NLDAS","1989-2014",0.323,0
270200,1,17.37327098,2.264178761,2883.61276997954,"GENMOM","2040-2064",0.43,0
270200,1,17.37327098,2.264178761,3074.95055230212,"GENMOM","2065-2089",0.441,0
270200,1,17.37327098,2.264178761,3468.17746110273,"ECHAM","2065-2089",0.83,1
270200,1,17.37327098,2.264178761,3082.54598780726,"CM2","2040-2064",0.413,0
270200,1,17.37327098,2.264178761,3125.51436726549,"ECHAM","2040-2064",0.721,1
271100,2,73.09460618,1.30421,2890.09079262291,"GENMOM","2040-2064",0.917,1
271100,2,73.09460618,1.30421,3120.42734629153,"CM2","2040-2064",0.904,1
271100,2,73.09460618,1.30421,3161.3326406771,"ECHAM","2040-2064",0.891,1
271100,2,73.09460618,1.30421,3515.01232877932,"ECHAM","2065-2089",0.943,1
271100,2,73.09460618,1.30421,3093.93666555488,"GENMOM","2065-2089",0.811,1
272000,6,111.6981394,1.69554,2832.51340558431,"NLDAS","1989-2014",0,0
272000,6,111.6981394,1.69554,3159.59799898042,"ECHAM","2040-2064",0.7,1
272000,6,111.6981394,1.69554,3112.84606990367,"CM2","2040-2064",0.703,1
272000,6,111.6981394,1.69554,3514.75788112228,"ECHAM","2065-2089",0.698,1
272900,4,430.6407469,1.978712676,3466.56106463783,"ECHAM","2065-2089",0.739,1
272900,4,430.6407469,1.978712676,3027.26389824444,"GENMOM","2065-2089",0.706,1
272900,4,430.6407469,1.978712676,2830.95323164713,"GENMOM","2040-2064",0.471,0
272900,4,430.6407469,1.978712676,2802.79047096757,"NLDAS","1989-2014",0.318,0
272900,4,430.6407469,1.978712676,3067.64284059646,"CM2","2040-2064",0.53,1
272900,4,430.6407469,1.978712676,3114.13657095219,"ECHAM","2040-2064",0.751,1
273200,-3,8.641911251,2.8956,3083.52197263464,"GENMOM","2065-2089",0.952,1
273200,-3,8.641911251,2.8956,2888.00885802493,"NLDAS","1989-2014",0.998,1
273200,-3,8.641911251,2.8956,2885.76799801553,"GENMOM","2040-2064",0.998,1
273200,-3,8.641911251,2.8956,3496.43778369354,"ECHAM","2065-2089",0.917,1
273200,-3,8.641911251,2.8956,3144.35621389824,"ECHAM","2040-2064",0.917,1
273200,-3,8.641911251,2.8956,3106.27844561089,"CM2","2040-2064",0.946,1
273800,1,26.15824499,1.2192,3448.66769163318,"ECHAM","2065-2089",0.9,1
273800,1,26.15824499,1.2192,3039.31188104264,"GENMOM","2065-2089",0.396,0
273800,1,26.15824499,1.2192,2847.39717609515,"GENMOM","2040-2064",0.558,1
273800,1,26.15824499,1.2192,3097.22050011697,"ECHAM","2040-2064",0.537,1
273800,1,26.15824499,1.2192,3058.34259286172,"CM2","2040-2064",0.468,0
273800,1,26.15824499,1.2192,2809.52606013341,"NLDAS","1989-2014",0.303,0
276500,-3,2.38613456,4,3418.6106734014,"ECHAM","2065-2089",0.916,1
276500,-3,2.38613456,4,3012.67179212953,"GENMOM","2065-2089",0.986,1
276500,-3,2.38613456,4,3027.73334450909,"CM2","2040-2064",0.987,1
276500,-3,2.38613456,4,2804.6275537301,"NLDAS","1989-2014",0.974,1
276500,-3,2.38613456,4,2819.25320186666,"GENMOM","2040-2064",0.98,1
276500,-3,2.38613456,4,3068.85128010835,"ECHAM","2040-2064",0.956,1
276700,1,5.642419957,3.91415,3102.81112590239,"ECHAM","2040-2064",0.923,1
276700,1,5.642419957,3.91415,2850.4751055297,"GENMOM","2040-2064",0.993,1
276700,1,5.642419957,3.91415,2840.93669812665,"NLDAS","1989-2014",0.974,1
276700,1,5.642419957,3.91415,3045.38919745494,"GENMOM","2065-2089",0.995,1
276700,1,5.642419957,3.91415,3453.66277935463,"ECHAM","2065-2089",0.917,1
276700,1,5.642419957,3.91415,3061.66514140433,"CM2","2040-2064",0.987,1
276900,-3,2.931930566,2,2907.50259150305,"NLDAS","1989-2014",0.601,1
276900,-3,2.931930566,2,3132.22087652582,"CM2","2040-2064",0.961,1
276900,-3,2.931930566,2,2925.26881463887,"GENMOM","2040-2064",0.679,1
276900,-3,2.931930566,2,3519.58464255049,"ECHAM","2065-2089",0.97,1
276900,-3,2.931930566,2,3171.34882898408,"ECHAM","2040-2064",0.921,1
276900,-3,2.931930566,2,3122.8899079272,"GENMOM","2065-2089",0.949,1
277600,0,15.1538197,5.55925,3346.57290944041,"ECHAM","2065-2089",0.927,1
277600,0,15.1538197,5.55925,2946.46621160313,"GENMOM","2065-2089",0.999,1
277600,0,15.1538197,5.55925,2962.34180647048,"CM2","2040-2064",0.954,1
277600,0,15.1538197,5.55925,2757.204668186,"GENMOM","2040-2064",1,1
277600,0,15.1538197,5.55925,3000.55902135116,"ECHAM","2040-2064",0.999,1
277600,0,15.1538197,5.55925,2748.23086112901,"NLDAS","1989-2014",1,1
277800,3,4.616540565,1.79142,2649.12604036063,"NLDAS","1989-2014",0.783,1
277800,3,4.616540565,1.79142,2892.47359920862,"CM2","2040-2064",0.72,1
277800,3,4.616540565,1.79142,2934.83337719619,"ECHAM","2040-2064",0.722,1
277800,3,4.616540565,1.79142,3278.67713967444,"ECHAM","2065-2089",0.835,1
277800,3,4.616540565,1.79142,2876.24894688411,"GENMOM","2065-2089",0.725,1
277800,3,4.616540565,1.79142,2688.07942785319,"GENMOM","2040-2064",0.757,1
278100,-3,8.207262137,3.53359,2829.62835223251,"GENMOM","2040-2064",0.964,1
278100,-3,8.207262137,3.53359,2811.76366242526,"NLDAS","1989-2014",0.978,1
278100,-3,8.207262137,3.53359,3036.65235042568,"CM2","2040-2064",0.969,1
278100,-3,8.207262137,3.53359,3077.13127841749,"ECHAM","2040-2064",0.962,1
278100,-3,8.207262137,3.53359,3424.45129509638,"ECHAM","2065-2089",0.906,1
278100,-3,8.207262137,3.53359,3022.13340339684,"GENMOM","2065-2089",0.973,1
278600,0,17.34318041,4.707466667,2996.70123043606,"ECHAM","2040-2064",0.999,1
278600,0,17.34318041,4.707466667,3340.91631547958,"ECHAM","2065-2089",0.923,1
278600,0,17.34318041,4.707466667,2721.59148847201,"NLDAS","1989-2014",0.906,1
278600,0,17.34318041,4.707466667,2951.20894118704,"CM2","2040-2064",0.999,1
278600,0,17.34318041,4.707466667,2753.19058012532,"GENMOM","2040-2064",1,1
278600,0,17.34318041,4.707466667,2945.15699939364,"GENMOM","2065-2089",0.999,1
278800,3,89.20482779,2.400353333,3273.24204229149,"ECHAM","2065-2089",0.875,1
278800,3,89.20482779,2.400353333,2884.75645120679,"CM2","2040-2064",0.613,1
278800,3,89.20482779,2.400353333,2688.41714192253,"GENMOM","2040-2064",0.849,1
278800,3,89.20482779,2.400353333,2643.33021735107,"NLDAS","1989-2014",0.714,1
278800,3,89.20482779,2.400353333,2932.87201063901,"ECHAM","2040-2064",0.645,1
278800,3,89.20482779,2.400353333,2875.46424042362,"GENMOM","2065-2089",0.601,1
279300,1,21.98254421,4.4196,2945.74512107331,"GENMOM","2065-2089",0.999,1
279300,1,21.98254421,4.4196,3339.88397753037,"ECHAM","2065-2089",0.92,1
279300,1,21.98254421,4.4196,2728.43821415362,"NLDAS","1989-2014",0.917,1
279300,1,21.98254421,4.4196,2953.67599204813,"CM2","2040-2064",0.999,1
279300,1,21.98254421,4.4196,2755.81831049597,"GENMOM","2040-2064",1,1
279300,1,21.98254421,4.4196,2997.28646743292,"ECHAM","2040-2064",0.997,1
279400,1,28.93742862,2.7697,3411.86864903692,"ECHAM","2065-2089",0.935,1
279400,1,28.93742862,2.7697,2795.05430941059,"NLDAS","1989-2014",1,1
279400,1,28.93742862,2.7697,2829.16729664519,"GENMOM","2040-2064",0.994,1
279400,1,28.93742862,2.7697,3026.52061885732,"CM2","2040-2064",0.974,1
279400,1,28.93742862,2.7697,3069.80462767237,"ECHAM","2040-2064",0.96,1
279400,1,28.93742862,2.7697,3020.56580459205,"GENMOM","2065-2089",0.975,1
279700,1,80.74417447,3.198509202,3167.60111458952,"ECHAM","2040-2064",0.909,1
279700,1,80.74417447,3.198509202,3102.84452316367,"GENMOM","2065-2089",0.92,1
279700,1,80.74417447,3.198509202,3122.93389717292,"CM2","2040-2064",0.929,1
279700,1,80.74417447,3.198509202,2906.84369767375,"NLDAS","1989-2014",0.999,1
279700,1,80.74417447,3.198509202,3514.55471072667,"ECHAM","2065-2089",0.909,1
279700,1,80.74417447,3.198509202,2902.69325701777,"GENMOM","2040-2064",0.999,1
280400,4,73.02763884,1.3504,3097.54239004221,"GENMOM","2065-2089",0.661,1
280400,4,73.02763884,1.3504,3159.12310787806,"ECHAM","2040-2064",0.675,1
280400,4,73.02763884,1.3504,3117.03578954097,"CM2","2040-2064",0.634,1
280400,4,73.02763884,1.3504,2897.75851724716,"GENMOM","2040-2064",0.782,1
280400,4,73.02763884,1.3504,2875.94371113352,"NLDAS","1989-2014",0.754,1
280400,4,73.02763884,1.3504,3510.29745539422,"ECHAM","2065-2089",0.674,1
281900,1,13.37706147,2.183333333,2805.90548438085,"GENMOM","2040-2064",0.636,1
281900,1,13.37706147,2.183333333,2998.00504955769,"GENMOM","2065-2089",0.713,1
281900,1,13.37706147,2.183333333,3394.5081857242,"ECHAM","2065-2089",0.937,1
281900,1,13.37706147,2.183333333,2770.02718223444,"NLDAS","1989-2014",0.269,0
281900,1,13.37706147,2.183333333,3050.64278038299,"ECHAM","2040-2064",0.529,1
281900,1,13.37706147,2.183333333,3011.97832380111,"CM2","2040-2064",0.659,1
282800,-3,45.87370771,3.115187586,2947.29035474981,"ECHAM","2040-2064",0.889,1
282800,-3,45.87370771,3.115187586,2678.14383565732,"NLDAS","1989-2014",0.999,1
282800,-3,45.87370771,3.115187586,2892.94853329684,"GENMOM","2065-2089",1,1
282800,-3,45.87370771,3.115187586,3290.62806034311,"ECHAM","2065-2089",0.902,1
282800,-3,45.87370771,3.115187586,2901.43362453349,"CM2","2040-2064",1,1
282800,-3,45.87370771,3.115187586,2701.4049477669,"GENMOM","2040-2064",0.956,1
283600,1,15.59264441,2.021426182,3173.76961354357,"GENMOM","2065-2089",0.9,1
283600,1,15.59264441,2.021426182,3234.97226126765,"ECHAM","2040-2064",0.965,1
283600,1,15.59264441,2.021426182,3585.01587297426,"ECHAM","2065-2089",0.965,1
283600,1,15.59264441,2.021426182,2978.53400497537,"GENMOM","2040-2064",0.855,1
283600,1,15.59264441,2.021426182,2934.4533114083,"NLDAS","1989-2014",0.768,1
283600,1,15.59264441,2.021426182,3196.20694997291,"CM2","2040-2064",0.965,1
283800,0,18.46274719,2.875111765,3185.70346908087,"CM2","2040-2064",0.92,1
283800,0,18.46274719,2.875111765,3226.67579563372,"ECHAM","2040-2064",0.92,1
283800,0,18.46274719,2.875111765,3163.8403688511,"GENMOM","2065-2089",0.92,1
283800,0,18.46274719,2.875111765,2970.26379687788,"GENMOM","2040-2064",0.925,1
283800,0,18.46274719,2.875111765,2931.97920800423,"NLDAS","1989-2014",0.879,1
283800,0,18.46274719,2.875111765,3577.25112330509,"ECHAM","2065-2089",0.92,1
284300,-3,16.1355015,2.2648,3162.10722767798,"ECHAM","2040-2064",0.794,1
284300,-3,16.1355015,2.2648,2904.97363001621,"GENMOM","2040-2064",0.194,0
284300,-3,16.1355015,2.2648,3123.55386407139,"CM2","2040-2064",0.735,1
284300,-3,16.1355015,2.2648,3511.08411621676,"ECHAM","2065-2089",0.807,1
284300,-3,16.1355015,2.2648,2857.70660772585,"NLDAS","1989-2014",0.085,0
284300,-3,16.1355015,2.2648,3101.49354826884,"GENMOM","2065-2089",0.579,1
287200,-3,35.93340587,3.967914474,2957.85471141513,"ECHAM","2040-2064",0.9,1
287200,-3,35.93340587,3.967914474,2682.02051370658,"NLDAS","1989-2014",0.294,0
287200,-3,35.93340587,3.967914474,2715.26843287099,"GENMOM","2040-2064",0.483,0
287200,-3,35.93340587,3.967914474,3300.9237112813,"ECHAM","2065-2089",0.889,1
287200,-3,35.93340587,3.967914474,2905.16870326973,"GENMOM","2065-2089",0.94,1
287200,-3,35.93340587,3.967914474,2914.25295472142,"CM2","2040-2064",0.94,1
289400,1,29.64109011,1.887596296,3107.62876042889,"ECHAM","2040-2064",0.813,1
289400,1,29.64109011,1.887596296,2870.73765821257,"GENMOM","2040-2064",0.766,1
289400,1,29.64109011,1.887596296,3062.20904521122,"GENMOM","2065-2089",0.861,1
289400,1,29.64109011,1.887596296,3446.74858254434,"ECHAM","2065-2089",0.967,1
289400,1,29.64109011,1.887596296,3063.39304240825,"CM2","2040-2064",0.862,1
289400,1,29.64109011,1.887596296,2813.05032489476,"NLDAS","1989-2014",0.816,1
293300,4,70.01528497,1.281218333,2845.5892501519,"NLDAS","1989-2014",1,1
293300,4,70.01528497,1.281218333,3176.61465921061,"ECHAM","2040-2064",0.651,1
293300,4,70.01528497,1.281218333,3105.06573567834,"GENMOM","2065-2089",0.725,1
293300,4,70.01528497,1.281218333,2907.42925762867,"GENMOM","2040-2064",0.973,1
293300,4,70.01528497,1.281218333,3522.79088682931,"ECHAM","2065-2089",0.721,1
293300,4,70.01528497,1.281218333,3136.83097536328,"CM2","2040-2064",0.739,1
294500,3,46.82539135,2.389851429,2969.47951356299,"GENMOM","2065-2089",0.846,1
294500,3,46.82539135,2.389851429,2745.65947842646,"NLDAS","1989-2014",0.725,1
294500,3,46.82539135,2.389851429,2772.27891712563,"GENMOM","2040-2064",0.733,1
294500,3,46.82539135,2.389851429,3363.85560849168,"ECHAM","2065-2089",0.862,1
294500,3,46.82539135,2.389851429,3023.26154870355,"ECHAM","2040-2064",0.759,1
294500,3,46.82539135,2.389851429,2979.83470523338,"CM2","2040-2064",0.861,1
294900,1,26.66563318,1.76187,2624.59400182692,"NLDAS","1989-2014",0.969,1
294900,1,26.66563318,1.76187,3295.64736308278,"ECHAM","2065-2089",0.965,1
294900,1,26.66563318,1.76187,2882.89459727049,"GENMOM","2065-2089",0.857,1
294900,1,26.66563318,1.76187,2950.93568119885,"ECHAM","2040-2064",0.962,1
294900,1,26.66563318,1.76187,2908.24227938815,"CM2","2040-2064",0.9,1
294900,1,26.66563318,1.76187,2690.81963843784,"GENMOM","2040-2064",0.778,1
296100,1,5.940336476,1.61455,3587.11939430547,"ECHAM","2065-2089",0.951,1
296100,1,5.940336476,1.61455,2930.93236752571,"NLDAS","1989-2014",0.669,1
296100,1,5.940336476,1.61455,3201.45569883934,"CM2","2040-2064",0.951,1
296100,1,5.940336476,1.61455,3239.66351613621,"ECHAM","2040-2064",0.951,1
296100,1,5.940336476,1.61455,2984.89435967581,"GENMOM","2040-2064",0.748,1
296100,1,5.940336476,1.61455,3179.5244235804,"GENMOM","2065-2089",0.951,1
296300,-3,1.491346582,2,3582.87796061963,"ECHAM","2065-2089",0.97,1
296300,-3,1.491346582,2,2972.49609117165,"GENMOM","2040-2064",0.824,1
296300,-3,1.491346582,2,2917.4615202023,"NLDAS","1989-2014",0.713,1
296300,-3,1.491346582,2,3233.35139082113,"ECHAM","2040-2064",0.97,1
296300,-3,1.491346582,2,3170.19091339459,"GENMOM","2065-2089",0.921,1
296300,-3,1.491346582,2,3193.45037136137,"CM2","2040-2064",0.97,1
297100,3,6.322571375,1.086852632,3279.86365408394,"GENMOM","2065-2089",0.768,1
297100,3,6.322571375,1.086852632,3024.56189442064,"NLDAS","1989-2014",0.144,0
297100,3,6.322571375,1.086852632,3335.4572220872,"ECHAM","2040-2064",0.768,1
297100,3,6.322571375,1.086852632,3687.45068046963,"ECHAM","2065-2089",0.768,1
297100,3,6.322571375,1.086852632,3296.4953686293,"CM2","2040-2064",0.768,1
297100,3,6.322571375,1.086852632,3082.56003151441,"GENMOM","2040-2064",0.415,0
299100,1,87.8712412,3.482702558,2885.08564785932,"NLDAS","1989-2014",0.983,1
299100,1,87.8712412,3.482702558,3110.14507157581,"GENMOM","2065-2089",0.914,1
299100,1,87.8712412,3.482702558,3139.81540283999,"CM2","2040-2064",0.897,1
299100,1,87.8712412,3.482702558,2916.38326408351,"GENMOM","2040-2064",0.984,1
299100,1,87.8712412,3.482702558,3525.28471423604,"ECHAM","2065-2089",0.897,1
299100,1,87.8712412,3.482702558,3183.97525880697,"ECHAM","2040-2064",0.897,1
299200,-3,36.30208624,2.745425951,3548.60257581598,"ECHAM","2065-2089",0.921,1
299200,-3,36.30208624,2.745425951,3209.17394108398,"ECHAM","2040-2064",0.921,1
299200,-3,36.30208624,2.745425951,3163.40535743342,"CM2","2040-2064",0.921,1
299200,-3,36.30208624,2.745425951,3146.24210477927,"GENMOM","2065-2089",0.921,1
299200,-3,36.30208624,2.745425951,2948.97283035463,"GENMOM","2040-2064",0.728,1
299200,-3,36.30208624,2.745425951,2937.72281195297,"NLDAS","1989-2014",0.684,1
299300,-3,10.94706681,3.213687029,3197.19235752725,"ECHAM","2040-2064",0.902,1
299300,-3,10.94706681,3.213687029,2932.98324225718,"GENMOM","2040-2064",0.906,1
299300,-3,10.94706681,3.213687029,3150.05866671878,"CM2","2040-2064",0.902,1
299300,-3,10.94706681,3.213687029,3540.45458085144,"ECHAM","2065-2089",0.902,1
299300,-3,10.94706681,3.213687029,3132.18140055567,"GENMOM","2065-2089",0.901,1
299300,-3,10.94706681,3.213687029,2936.2802108529,"NLDAS","1989-2014",0.931,1
302300,3,11.43909034,1.2192,2788.91772647059,"GENMOM","2040-2064",0.514,1
302300,3,11.43909034,1.2192,2989.03019047964,"GENMOM","2065-2089",0.46,0
302300,3,11.43909034,1.2192,2995.78320067411,"CM2","2040-2064",0.457,0
302300,3,11.43909034,1.2192,3035.21828723077,"ECHAM","2040-2064",0.335,0
302300,3,11.43909034,1.2192,3371.81403624638,"ECHAM","2065-2089",0.752,1
302300,3,11.43909034,1.2192,2772.21750586163,"NLDAS","1989-2014",0.352,0
305500,4,9.260342806,0,3437.113816552,"GENMOM","2065-2089",0.162,0
305500,4,9.260342806,0,3791.8933799197,"ECHAM","2065-2089",0.162,0
305500,4,9.260342806,0,3162.19862498751,"NLDAS","1989-2014",0.01,0
305500,4,9.260342806,0,3494.69780825685,"ECHAM","2040-2064",0.162,0
305500,4,9.260342806,0,3430.66128561835,"CM2","2040-2064",0.162,0
305500,4,9.260342806,0,3218.39739238266,"GENMOM","2040-2064",0.017,0
310100,-2,38.80386451,1.3191744,2718.19433167739,"GENMOM","2040-2064",0.656,1
310100,-2,38.80386451,1.3191744,2907.09277917358,"GENMOM","2065-2089",0.428,0
310100,-2,38.80386451,1.3191744,2949.03547487679,"ECHAM","2040-2064",0.741,1
310100,-2,38.80386451,1.3191744,3280.016326427,"ECHAM","2065-2089",0.961,1
310100,-2,38.80386451,1.3191744,2915.9157021934,"CM2","2040-2064",0.604,1
310100,-2,38.80386451,1.3191744,2663.60286717803,"NLDAS","1989-2014",0.697,1
310500,-2,39.88515025,2.05022704,3208.28608048939,"ECHAM","2065-2089",0.945,1
310500,-2,39.88515025,2.05022704,2605.32978788356,"NLDAS","1989-2014",0.262,0
310500,-2,39.88515025,2.05022704,2852.50428574764,"CM2","2040-2064",0.641,1
310500,-2,39.88515025,2.05022704,2645.35313118137,"GENMOM","2040-2064",0.517,1
310500,-2,39.88515025,2.05022704,2880.17513350603,"ECHAM","2040-2064",0.592,1
310500,-2,39.88515025,2.05022704,2835.68641525598,"GENMOM","2065-2089",0.716,1
312600,3,14.63650175,1.6764,3058.05333074075,"CM2","2040-2064",0.696,1
312600,3,14.63650175,1.6764,2860.792919917,"GENMOM","2040-2064",0.653,1
312600,3,14.63650175,1.6764,3430.70340894086,"ECHAM","2065-2089",0.826,1
312600,3,14.63650175,1.6764,3093.53410423649,"ECHAM","2040-2064",0.865,1
312600,3,14.63650175,1.6764,2832.86098029716,"NLDAS","1989-2014",0.236,0
312600,3,14.63650175,1.6764,3050.84149019976,"GENMOM","2065-2089",0.788,1
315600,2,31.63088197,1.641856,2901.5325084283,"GENMOM","2040-2064",0.751,1
315600,2,31.63088197,1.641856,3191.83258356728,"ECHAM","2040-2064",0.893,1
315600,2,31.63088197,1.641856,3145.76756460764,"CM2","2040-2064",0.863,1
315600,2,31.63088197,1.641856,3099.00384258806,"GENMOM","2065-2089",0.844,1
315600,2,31.63088197,1.641856,2849.82195299951,"NLDAS","1989-2014",0.969,1
315600,2,31.63088197,1.641856,3545.72954953699,"ECHAM","2065-2089",0.893,1
322500,5,86.08357534,0.6858,2978.441755728,"GENMOM","2040-2064",0.003,0
322500,5,86.08357534,0.6858,3182.84518944235,"GENMOM","2065-2089",0.891,1
322500,5,86.08357534,0.6858,2938.84603973362,"NLDAS","1989-2014",0.001,0
322500,5,86.08357534,0.6858,3199.7336171986,"CM2","2040-2064",0.891,1
322500,5,86.08357534,0.6858,3583.19821341516,"ECHAM","2065-2089",0.892,1
322500,5,86.08357534,0.6858,3240.04870543497,"ECHAM","2040-2064",0.891,1
322800,3,2515.327382,2.453129193,3543.06261075322,"ECHAM","2065-2089",0.865,1
322800,3,2515.327382,2.453129193,2941.75259371999,"GENMOM","2040-2064",0.627,1
322800,3,2515.327382,2.453129193,2918.84282967207,"NLDAS","1989-2014",0.611,1
322800,3,2515.327382,2.453129193,3204.2947631766,"ECHAM","2040-2064",0.865,1
322800,3,2515.327382,2.453129193,3137.90975671232,"GENMOM","2065-2089",0.921,1
322800,3,2515.327382,2.453129193,3161.07167080208,"CM2","2040-2064",0.92,1
323700,2,29.96909548,1.969476923,2886.18678946183,"NLDAS","1989-2014",0.896,1
323700,2,29.96909548,1.969476923,3150.83379707729,"CM2","2040-2064",0.98,1
323700,2,29.96909548,1.969476923,3127.5088969265,"GENMOM","2065-2089",0.825,1
323700,2,29.96909548,1.969476923,3199.306290232,"ECHAM","2040-2064",0.955,1
323700,2,29.96909548,1.969476923,3541.30816394654,"ECHAM","2065-2089",0.955,1
323700,2,29.96909548,1.969476923,2929.14909489359,"GENMOM","2040-2064",0.885,1
323800,2,132.1592819,1.712198841,2963.83742452904,"GENMOM","2040-2064",0.978,1
323800,2,132.1592819,1.712198841,3574.53932511087,"ECHAM","2065-2089",0.945,1
323800,2,132.1592819,1.712198841,3231.27293958405,"ECHAM","2040-2064",0.945,1
323800,2,132.1592819,1.712198841,2925.64176514753,"NLDAS","1989-2014",0.986,1
323800,2,132.1592819,1.712198841,3163.09447009682,"GENMOM","2065-2089",0.914,1
323800,2,132.1592819,1.712198841,3184.26579810011,"CM2","2040-2064",0.944,1
324000,-3,14.82403594,3.048,3078.17684371492,"CM2","2040-2064",0.927,1
324000,-3,14.82403594,3.048,2851.4130191525,"GENMOM","2040-2064",0.996,1
324000,-3,14.82403594,3.048,3118.89653201838,"ECHAM","2040-2064",0.912,1
324000,-3,14.82403594,3.048,3045.88899879292,"GENMOM","2065-2089",0.941,1
324000,-3,14.82403594,3.048,2811.78174867881,"NLDAS","1989-2014",0.986,1
324000,-3,14.82403594,3.048,3461.73405589327,"ECHAM","2065-2089",0.892,1
325300,0,2.713854423,1.8288,3258.08758119177,"CM2","2040-2064",0.917,1
325300,0,2.713854423,1.8288,3651.57488307318,"ECHAM","2065-2089",0.917,1
325300,0,2.713854423,1.8288,3233.49272214661,"GENMOM","2065-2089",0.917,1
325300,0,2.713854423,1.8288,2995.92720811684,"NLDAS","1989-2014",0.792,1
325300,0,2.713854423,1.8288,3308.85570010333,"ECHAM","2040-2064",0.917,1
325300,0,2.713854423,1.8288,3035.29710762563,"GENMOM","2040-2064",0.71,1
325400,-3,4.192089773,2.4384,3603.73433539405,"ECHAM","2065-2089",0.93,1
325400,-3,4.192089773,2.4384,2957.39577379693,"NLDAS","1989-2014",0.27,0
325400,-3,4.192089773,2.4384,3262.00731347044,"ECHAM","2040-2064",0.93,1
325400,-3,4.192089773,2.4384,2994.64839779456,"GENMOM","2040-2064",0.66,1
325400,-3,4.192089773,2.4384,3215.21403270372,"CM2","2040-2064",0.93,1
325400,-3,4.192089773,2.4384,3191.20773317191,"GENMOM","2065-2089",0.93,1
326400,2,95.69780416,1.771076761,3604.5013055638,"ECHAM","2065-2089",0.946,1
326400,2,95.69780416,1.771076761,3265.34539302424,"ECHAM","2040-2064",0.946,1
326400,2,95.69780416,1.771076761,3194.03611196221,"GENMOM","2065-2089",0.946,1
326400,2,95.69780416,1.771076761,2950.44211096393,"NLDAS","1989-2014",0.997,1
326400,2,95.69780416,1.771076761,3217.66062714679,"CM2","2040-2064",0.946,1
326400,2,95.69780416,1.771076761,2995.93882190643,"GENMOM","2040-2064",0.991,1
327800,4,78.32374687,2.173856552,3403.2705552703,"ECHAM","2065-2089",0.718,1
327800,4,78.32374687,2.173856552,2825.01626666999,"GENMOM","2040-2064",0.308,0
327800,4,78.32374687,2.173856552,3023.14243837391,"GENMOM","2065-2089",0.49,1
327800,4,78.32374687,2.173856552,3023.70427990125,"CM2","2040-2064",0.49,1
327800,4,78.32374687,2.173856552,2827.91376529864,"NLDAS","1989-2014",0.353,0
327800,4,78.32374687,2.173856552,3068.55121237785,"ECHAM","2040-2064",0.351,0
328100,-3,2.610559266,2.1336,3005.69631945123,"GENMOM","2065-2089",0.832,1
328100,-3,2.610559266,2.1336,2811.82173035821,"GENMOM","2040-2064",0.953,1
328100,-3,2.610559266,2.1336,3384.37308492007,"ECHAM","2065-2089",0.972,1
328100,-3,2.610559266,2.1336,2832.32012470004,"NLDAS","1989-2014",0.973,1
328100,-3,2.610559266,2.1336,3048.86076413866,"ECHAM","2040-2064",0.803,1
328100,-3,2.610559266,2.1336,3012.94858987905,"CM2","2040-2064",0.849,1
329600,-3,16.58653396,2.42083,2844.46605978658,"GENMOM","2065-2089",0.745,1
329600,-3,16.58653396,2.42083,3215.76513724987,"ECHAM","2065-2089",0.971,1
329600,-3,16.58653396,2.42083,2679.37511793617,"NLDAS","1989-2014",0.756,1
329600,-3,16.58653396,2.42083,2652.58243202627,"GENMOM","2040-2064",0.765,1
329600,-3,16.58653396,2.42083,2851.63628588218,"CM2","2040-2064",0.667,1
329600,-3,16.58653396,2.42083,2887.14363640186,"ECHAM","2040-2064",0.643,1
329900,4,79.09892754,2.78384,2924.10118977727,"CM2","2040-2064",0.532,1
329900,4,79.09892754,2.78384,3303.74952111143,"ECHAM","2065-2089",0.772,1
329900,4,79.09892754,2.78384,2968.9272638618,"ECHAM","2040-2064",0.661,1
329900,4,79.09892754,2.78384,2721.69173943211,"GENMOM","2040-2064",0.968,1
329900,4,79.09892754,2.78384,2917.16091102777,"GENMOM","2065-2089",0.528,1
329900,4,79.09892754,2.78384,2717.76796177459,"NLDAS","1989-2014",0.974,1
336400,2,14.65966286,3.81,2475.41764488656,"GENMOM","2040-2064",0.668,1
336400,2,14.65966286,3.81,3023.83613985217,"ECHAM","2065-2089",0.905,1
336400,2,14.65966286,3.81,2702.63114982677,"ECHAM","2040-2064",0.784,1
336400,2,14.65966286,3.81,2672.72896000101,"CM2","2040-2064",0.725,1
336400,2,14.65966286,3.81,2479.56984857274,"NLDAS","1989-2014",0.827,1
336400,2,14.65966286,3.81,2655.82869567333,"GENMOM","2065-2089",0.717,1
337600,1,45.77660371,3.431568539,2713.23993152137,"ECHAM","2040-2064",0.965,1
337600,1,45.77660371,3.431568539,2687.32117559952,"CM2","2040-2064",0.926,1
337600,1,45.77660371,3.431568539,3036.399949132,"ECHAM","2065-2089",0.921,1
337600,1,45.77660371,3.431568539,2500.16865311815,"NLDAS","1989-2014",0.839,1
337600,1,45.77660371,3.431568539,2488.00946124724,"GENMOM","2040-2064",0.721,1
337600,1,45.77660371,3.431568539,2672.1693505488,"GENMOM","2065-2089",0.955,1
339600,0,73.64658971,3.910701231,3041.74731653467,"GENMOM","2065-2089",0.993,1
339600,0,73.64658971,3.910701231,3428.98679293514,"ECHAM","2065-2089",0.917,1
